trial,seconds,ms,parse_ok,wire_cmd,prompt_tokens,output_tokens,total_ms_ollama,load_ms_ollama,prompt_eval_ms_ollama,eval_ms_ollama,error
80,0.570360000000619,570.360000000619,1,SET 1,185,8,567.6085,335.7391,12.816,87.788,
81,0.5849468999995224,584.9468999995224,1,SET 1,185,8,583.9645,357.8213,12.775,86.8137,
82,0.5636655999996947,563.6655999996947,1,SET 1,185,8,561.6679,327.9449,13.1526,86.9119,
83,0.6077711999996609,607.7711999996609,1,SET 1,185,8,604.9272,351.3576,12.9024,87.8878,
84,0.5645467999993343,564.5467999993343,1,SET 1,185,8,562.2359,330.9467,12.8665,88.0924,
85,0.5802445999997872,580.2445999997872,1,SET 1,185,8,578.6442,340.2363,12.7492,87.1801,
86,0.5991673999997147,599.1673999997147,1,SET 1,185,8,596.3712,349.8325,13.1491,87.6424,
87,0.5992072999997617,599.2072999997617,1,SET 1,185,8,596.829,362.4027,13.2427,87.847,
88,0.6167363000004116,616.7363000004116,1,SET 1,185,8,614.9155,382.8806,12.7759,85.2876,
89,0.6081930999998804,608.1930999998804,1,SET 1,185,8,606.1748,377.5559,12.9531,84.292,
90,0.6146654999993189,614.6654999993189,1,SET 1,185,8,612.8936,386.4365,12.8617,85.8845,
91,0.5396038999997472,539.6038999997472,1,SET 1,185,8,537.4625,307.4896,12.8192,86.183,
92,0.6101922999996532,610.1922999996532,1,SET 1,185,8,607.8431,377.6654,12.906,85.088,
93,0.6149525999999241,614.9525999999241,1,SET 1,185,8,612.8609,383.6678,14.7289,87.3563,
94,0.6038839000002554,603.8839000002554,1,SET 1,185,8,601.6973,370.7298,13.5893,86.1449,
95,0.5977815999995073,597.7815999995073,1,SET 1,185,8,595.1453,361.0059,13.2358,87.8888,
96,0.5867083000002822,586.7083000002822,1,SET 1,185,8,583.9263,348.75,13.1798,86.7809,
97,0.5965574000001652,596.5574000001652,1,SET 1,185,8,594.1801,360.3516,12.744,88.2221,
98,0.5619540999996389,561.9540999996389,1,SET 1,185,8,559.7171,330.3825,12.7748,86.9063,
99,0.5618949999998222,561.8949999998222,1,SET 1,185,8,559.0926,336.0022,12.6861,88.1244,
100,0.6093257000002268,609.3257000002268,1,SET 1,185,8,606.3732,378.8983,13.2748,81.8642,
