trial,seconds,ms,parse_ok,wire_cmd,prompt_tokens,output_tokens,total_ms_ollama,load_ms_ollama,prompt_eval_ms_ollama,eval_ms_ollama,error
69,0.6094511000001148,609.4511000001148,1,SET 1,185,8,606.9916,379.8039,12.856,86.2706,
70,0.6465015999992829,646.5015999992829,1,SET 1,185,8,644.1292,411.8832,12.5436,88.3938,
71,0.5954197000000931,595.4197000000931,1,SET 1,185,8,593.2055,358.1953,13.2761,87.8841,
72,0.6114023999998608,611.4023999998608,1,SET 1,185,8,610.3584,377.8338,12.5577,85.2063,
73,0.6328237999996418,632.8237999996418,1,SET 1,185,8,630.7967,401.6247,13.6996,91.4893,
74,0.6371312999999645,637.1312999999645,1,SET 1,185,8,634.2752,393.3194,14.0379,90.1622,
75,0.6137071999992258,613.7071999992258,1,SET 1,185,8,611.5339,376.3666,13.6056,89.2852,
76,0.594036700000288,594.036700000288,1,SET 1,185,8,592.0957,332.4695,12.7263,87.2415,
77,0.6031518999998298,603.1518999998298,1,SET 1,185,8,601.5186,369.7201,12.8876,84.4782,
78,0.5903302999995503,590.3302999995503,1,SET 1,185,8,588.1135,352.2872,12.9815,88.4143,
79,0.5823828000002322,582.3828000002322,1,SET 1,185,8,580.3186,343.9761,13.5489,88.8533,
80,0.6206132000006619,620.6132000006619,1,SET 1,185,8,618.2966,391.9501,12.8554,88.1631,
81,0.6378580000000511,637.8580000000511,1,SET 1,185,8,635.6387,400.5552,12.8878,87.5185,
82,0.6731304999993881,673.1304999993881,1,SET 1,185,8,671.2277,435.3528,13.0117,87.5593,
83,0.6514452999999776,651.4452999999776,1,SET 1,185,8,649.0551,410.0631,13.3507,89.2129,
84,0.6232144000005064,623.2144000005064,1,SET 1,185,8,621.0961,387.9125,13.1011,88.9297,
85,0.5917779999999766,591.7779999999766,1,SET 1,185,8,588.814,361.5509,12.9115,86.8293,
86,0.620152099999359,620.152099999359,1,SET 1,185,8,618.3072,385.8838,12.8499,87.0845,
87,0.622841000000335,622.841000000335,1,SET 1,185,8,621.2672,385.1637,12.9104,85.5302,
88,0.5906371999999465,590.6371999999465,1,SET 1,185,8,588.5347,350.2404,12.6534,87.2319,
89,0.6418661999996402,641.8661999996402,1,SET 1,185,8,639.3915,412.2805,12.7545,86.7842,
90,0.6492181000003256,649.2181000003256,1,SET 1,185,8,647.0211,420.741,13.3139,86.4789,
91,0.6085110999993049,608.5110999993049,1,SET 1,185,8,606.4168,373.1933,13.0607,87.713,
92,0.5916783000002397,591.6783000002397,1,SET 1,185,8,589.2662,356.168,14.4416,86.4935,
93,0.6237330000003567,623.7330000003567,1,SET 1,185,8,621.2243,375.6036,13.2281,89.2414,
94,0.6042600000000675,604.2600000000675,1,SET 1,185,8,601.9655,354.5502,14.3873,99.5171,
95,0.6471194999994623,647.1194999994623,1,SET 1,185,8,645.2659,417.0481,13.1754,88.5697,
96,0.6648599999998623,664.8599999998623,1,SET 1,185,8,662.8011,430.1773,13.0608,87.5822,
97,0.5942005000006247,594.2005000006247,1,SET 1,185,8,591.8067,362.8423,12.5012,87.6576,
98,0.6583803000003172,658.3803000003172,1,SET 1,185,8,656.0468,422.0498,12.9154,86.5968,
99,0.6539058999996996,653.9058999996996,1,SET 1,185,8,651.4999,410.7482,13.0751,87.7926,
100,0.621532400000433,621.532400000433,1,SET 1,185,8,619.8764,388.7991,13.1677,87.2878,
